paths,scores,labels
id05989/nkX7s0l1ggc/00388/real_video_fake_audio.npz,6.292568683624268,1.0
id07400/qerQr8SxbgE/00421/fake_video_real_audio.npz,6.361818313598633,1.0
id04140/7C3n3gLSrUU/00013/fake_video_fake_audio.npz,6.3362932205200195,1.0
id01187/q8V-b963pZo/00192/real_video_fake_audio.npz,6.116369724273682,1.0
id00943/FJ0z1xoWGQ4/00253/real.npz,-4.644149303436279,0.0
id08710/EMa5tWHB6Mo/00024/real.npz,-3.3923676013946533,0.0
id04092/bYTZELWP-yk/00033/real.npz,-4.536017417907715,0.0
id02267/h6hBHD9qM5Y/00267/real.npz,-2.99245548248291,0.0
id02838/aJi-RuwpPFc/00066/fake_video_real_audio.npz,-2.8371801376342773,1.0
id01682/rFIcwNtawtU/00120/fake_video_fake_audio.npz,7.001451015472412,1.0
id07360/qZiJ4Vueaag/00421/real_video_fake_audio.npz,5.333439350128174,1.0
id03863/TVxmBJw1_VA/00122/fake_video_fake_audio.npz,6.153547286987305,1.0
id06109/1UMWZj8Ho6c/00011/real.npz,-4.782597064971924,0.0
id08910/msTZpHBdV9w/00070/fake_video_real_audio.npz,-2.9576845169067383,1.0
id08236/FOmYmnB47fc/00115/fake_video_real_audio.npz,5.293490409851074,1.0
id01160/A5wmneiIOXE/00095/fake_video_fake_audio.npz,7.907501697540283,1.0
id01163/_ZjmxBzVjSM/00272/real_video_fake_audio.npz,7.095396518707275,1.0
id07719/Y74ufNhZzqc/00294/fake_video_real_audio.npz,5.574582099914551,1.0
id07414/NWqZelGdBPA/00183/real_video_fake_audio.npz,6.8359551429748535,1.0
id08660/XOejEXIcQC4/00278/real_video_fake_audio.npz,6.138790130615234,1.0
id05401/UW3EA8frb6A/00227/fake_video_fake_audio.npz,7.276295185089111,1.0
id02438/5fEPUdk4Lsk/00026/fake_video_fake_audio.npz,6.366771697998047,1.0
id01591/WunfLBawW8U/00143/fake_video_fake_audio.npz,6.471372127532959,1.0
id02086/2GFhQ3NUBzk/00031/real.npz,-2.545053005218506,0.0
id01468/LwUok0JLGWc/00034/real_video_fake_audio.npz,5.445740699768066,1.0
id04637/_It_INCyIO0/00013/real_video_fake_audio.npz,5.339904308319092,1.0
id01160/soIh5hzWnZU/00442/real_video_fake_audio.npz,6.500446796417236,1.0
id08659/7PTRn110EyU/00034/fake_video_real_audio.npz,5.133436679840088,1.0
id04935/MqVDan2jbgs/00039/fake_video_fake_audio.npz,3.884516954421997,1.0
id03970/i61peHuA-m8/00081/real_video_fake_audio.npz,2.2611756324768066,1.0
id01106/Wyt6whKvo_0/00247/fake_video_real_audio.npz,4.730766296386719,1.0
id03109/xmZk2xjqlYU/00052/real_video_fake_audio.npz,7.006447792053223,1.0
id04422/9NYYWBzi8bU/00022/fake_video_fake_audio.npz,5.777575492858887,1.0
id01690/dyD9gMACIN8/00297/real.npz,-4.652431011199951,0.0
id04741/Uq2Ag3a-RlQ/00130/real_video_fake_audio.npz,6.7524614334106445,1.0
id03428/gtEo4JNVJZc/00093/real_video_fake_audio.npz,5.116100311279297,1.0
id08022/dirtIdkP5l8/00319/fake_video_real_audio.npz,-2.0940210819244385,1.0
id03769/APZ6sgl3XOc/00015/real_video_fake_audio.npz,6.5677032470703125,1.0
id05371/aPQmGHKdJV8/00104/fake_video_real_audio.npz,5.060290336608887,1.0
id04262/96JSsr9Q00k/00005/fake_video_fake_audio.npz,7.565711498260498,1.0
id05209/SeXtAZBrbAI/00224/fake_video_fake_audio.npz,6.593035697937012,1.0
id01864/HCx1mm6Ze2M/00056/fake_video_fake_audio.npz,2.5045864582061768,1.0
id08468/GYxmlWHafdE/00043/fake_video_real_audio.npz,5.866530418395996,1.0
id01892/etMQP4pgnyk/00117/fake_video_real_audio.npz,2.640099048614502,1.0
id04222/U03jQ7pqTHQ/00187/fake_video_real_audio.npz,5.419382095336914,1.0
id03786/qD0o0PNq164/00422/fake_video_fake_audio.npz,6.774557590484619,1.0
id06005/RlHIpXamlIg/00249/fake_video_real_audio.npz,-0.699333906173706,1.0
id04742/cRBt31TOmlk/00223/fake_video_fake_audio.npz,6.802969932556152,1.0
id04230/ZngJAfW6ugw/00044/real_video_fake_audio.npz,6.023601531982422,1.0
id05226/IGSI5NoCU0c/00019/real.npz,-3.371765613555908,0.0
id05814/kBqTj-qNu7E/00019/real_video_fake_audio.npz,7.270263671875,1.0
id08546/gogVOsEAF4c/00307/real.npz,-4.335330009460449,0.0
id07642/QubzmNjE1rs/00112/fake_video_fake_audio.npz,5.004037857055664,1.0
id05685/9BKpQE34B0o/00077/real.npz,-3.6061997413635254,0.0
id07497/_ofMtngd8wY/00241/real.npz,-3.007338523864746,0.0
id08456/748ZPgl9YL4/00046/fake_video_fake_audio.npz,6.376760482788086,1.0
id08440/osem70agxoM/00108/fake_video_real_audio.npz,6.935961723327637,1.0
id06005/C1uZHdxrVMo/00146/fake_video_fake_audio.npz,6.78702449798584,1.0
id01163/LY_diOJdvPI/00168/fake_video_real_audio.npz,5.316413879394531,1.0
id01694/xj2MW75NYds/00478/real.npz,-2.6947522163391113,0.0
id05916/o43lzpe7Ys4/00390/real.npz,-3.3799216747283936,0.0
id04964/H5LleMIFWRU/00047/real.npz,-1.7906780242919922,0.0
id01579/9ddcwC_ahe8/00057/fake_video_fake_audio.npz,4.049321174621582,1.0
id01434/xqZNxuZSNek/00183/fake_video_fake_audio.npz,7.600057601928711,1.0
id04263/JbC0us-AY5k/00091/fake_video_fake_audio.npz,5.928417205810547,1.0
id07242/J-AZs_1ms7A/00011/real.npz,-1.3289130926132202,0.0
id08334/aWqz6iqytNw/00236/fake_video_fake_audio.npz,6.828372955322266,1.0
id07624/X0vpXIvdLF0/00326/fake_video_real_audio.npz,4.831896781921387,1.0
id02812/BsFyLUg_nDo/00020/real_video_fake_audio.npz,6.502785682678223,1.0
id05176/YbxM5PV2s1U/00068/fake_video_fake_audio.npz,5.484728813171387,1.0
id07263/t_tGsztA_qQ/00122/real.npz,-3.7681663036346436,0.0
id05906/mj51YiNg8cc/00172/real.npz,-2.725803852081299,0.0
id03198/01n8xc1DmR8/00008/fake_video_fake_audio.npz,-3.7154109477996826,1.0
id02722/qkT7oMgQWjY/00061/real_video_fake_audio.npz,6.1724700927734375,1.0
id01182/pMSaJpAzuJg/00158/real.npz,-3.877225875854492,0.0
id01960/XLFHVbDBRfw/00256/real.npz,-3.716892719268799,0.0
id08064/nayP9HTjRvM/00438/real.npz,-5.1928534507751465,0.0
id04100/gg4dMpBbrEg/00137/real.npz,-3.9101014137268066,0.0
id05260/cZwxo95xkhc/00246/real.npz,-2.9699151515960693,0.0
id05270/Ly-dD_IUaIs/00033/fake_video_fake_audio.npz,7.607843399047852,1.0
id06197/Cg0SHPJyZIs/00012/fake_video_real_audio.npz,5.39712381362915,1.0
id04723/I2DAVm0OIZY/00031/real_video_fake_audio.npz,7.0822834968566895,1.0
id07837/_Uv9lvbBHpw/00351/fake_video_fake_audio.npz,-4.7889723777771,1.0
id08937/1Gt4uG_W3NA/00003/real_video_fake_audio.npz,6.649599552154541,1.0
id03703/_HKL3D8tYLM/00040/real_video_fake_audio.npz,6.5412397384643555,1.0
id07276/pD-V_ccTQjU/00346/fake_video_real_audio.npz,-2.31021785736084,1.0
id05256/BVlAlH9JHBw/00073/fake_video_fake_audio.npz,6.902443885803223,1.0
id03733/ID223ToMVxM/00163/real.npz,-2.8854641914367676,0.0
id06866/FaHCwIJUoCo/00153/real_video_fake_audio.npz,6.735503673553467,1.0
id03347/t5wsKOjVbso/00392/real_video_fake_audio.npz,5.794342517852783,1.0
id07574/USh2720aI3A/00114/real.npz,-3.444720506668091,0.0
id02980/kwQrctJXiRo/00400/fake_video_fake_audio.npz,6.0438232421875,1.0
id04842/uH9B58k8f4c/00428/fake_video_fake_audio.npz,7.086480140686035,1.0
id08373/W9rfMGaVAV4/00110/real_video_fake_audio.npz,5.5776896476745605,1.0
id02721/CyNKRwXNwjI/00118/fake_video_fake_audio.npz,7.022991180419922,1.0
id03304/8sifZqDqBZE/00060/real_video_fake_audio.npz,5.888255596160889,1.0
id04178/_eCWpUV7cOI/00045/fake_video_fake_audio.npz,6.981094837188721,1.0
id05576/YdG3Fddy95Q/00300/fake_video_real_audio.npz,7.242642402648926,1.0
id01298/snshzzKBZ98/00376/fake_video_fake_audio.npz,6.972218036651611,1.0
id03786/urwaPGWup2E/00480/real_video_fake_audio.npz,5.102912902832031,1.0
id05893/QVgbO_Pl6fI/00125/real.npz,-2.598123550415039,0.0
id03969/dxU4gOdESXQ/00066/fake_video_real_audio.npz,-2.0856575965881348,1.0
id01225/5O6om-jNAS4/00078/fake_video_real_audio.npz,2.9032466411590576,1.0
id08348/UQKpJHKe-OI/00262/real_video_fake_audio.npz,6.407992839813232,1.0
id08137/GZsJBKDiE4c/00086/fake_video_real_audio.npz,6.347984790802002,1.0
id01298/J9aizMlsUJ0/00146/real.npz,2.6677207946777344,0.0
id08702/g_VOR_5UoqU/00253/real.npz,-2.945697784423828,0.0
id01333/D8Pv2f28x3Q/00094/real.npz,-3.896097183227539,0.0
id05591/lE_lTE0HWgY/00403/fake_video_real_audio.npz,5.891992568969727,1.0
id02323/nkfLR-7VVeM/00113/real.npz,-3.689072608947754,0.0
id04163/0Guuj1wRHf4/00012/fake_video_real_audio.npz,-1.3677557706832886,1.0
id07418/KoWmINAYYwY/00163/real.npz,-2.871145486831665,0.0
id04077/VWYxpAabOCI/00047/fake_video_fake_audio.npz,6.6453447341918945,1.0
id06716/cHu0pW7UdIc/00060/fake_video_real_audio.npz,4.385212421417236,1.0
id06430/NcUYhfDrKek/00036/fake_video_real_audio.npz,-0.2411165088415146,1.0
id05685/s1vyxsVgD0E/00488/real.npz,-2.9301328659057617,0.0
id03839/1lh57VnuaKE/00024/real.npz,-2.4966981410980225,0.0
id04031/epx9D-0Nrd4/00298/real.npz,-5.27100133895874,0.0
id05453/AzJTCEOiy9Q/00052/real.npz,-4.163357257843018,0.0
id06238/clQ1V6vIDPc/00025/real.npz,-2.338683843612671,0.0
id08993/ilZfjS4S-HI/00476/real_video_fake_audio.npz,6.8986358642578125,1.0
id05176/H0U5yVuxCpw/00048/real.npz,-2.1142122745513916,0.0
id06524/UN8_MqIfT1Q/00085/fake_video_fake_audio.npz,3.6120152473449707,1.0
id07832/UHA_qaLtZ_w/00095/fake_video_fake_audio.npz,7.2066450119018555,1.0
id07403/ITOYljC6kEI/00035/fake_video_real_audio.npz,6.22971248626709,1.0
id08804/cMwH-4pA1NA/00279/fake_video_fake_audio.npz,4.079892635345459,1.0
id08804/XVJB2meWQJY/00239/real_video_fake_audio.npz,4.162774085998535,1.0
id05168/ndW4El3tEho/00195/fake_video_real_audio.npz,0.4632805287837982,1.0
id07212/cyr3S5XDVEM/00170/real_video_fake_audio.npz,7.285966873168945,1.0
id07470/i8ZE2WrrqdE/00082/real.npz,-3.279330253601074,0.0
id02266/Xpg2VMv62AQ/00081/real.npz,-2.2503488063812256,0.0
id06109/ZR1I-ULyAj0/00315/real.npz,-4.027276992797852,0.0
id05041/Q2OSXEroJ68/00024/fake_video_real_audio.npz,2.5140302181243896,1.0
id00929/rGgaApS972o/00069/real.npz,-2.376136064529419,0.0
id06434/hDiKl-6zha8/00026/fake_video_real_audio.npz,6.9363603591918945,1.0
id04997/v4q9FWoehLQ/00436/real.npz,-3.8036365509033203,0.0
id03623/D2DYVgxYbWY/00021/fake_video_fake_audio.npz,6.2346062660217285,1.0
id04538/thFM4C_1jxM/00402/fake_video_real_audio.npz,5.989327907562256,1.0
id07578/DQYny0hXUAw/00154/fake_video_fake_audio.npz,6.109389305114746,1.0
id04334/EIBLNvON678/00110/fake_video_fake_audio.npz,6.108948707580566,1.0
id07244/ohHM1mSM0Wc/00077/fake_video_real_audio.npz,6.609678745269775,1.0
id04588/p_cQQS70Xng/00382/fake_video_real_audio.npz,2.0164408683776855,1.0
id08721/3I-ursKE1K8/00001/real_video_fake_audio.npz,5.19799280166626,1.0
id03989/MJ6pGyOhCkM/00186/fake_video_fake_audio.npz,6.890724182128906,1.0
id02099/5-GDFkZWVdk/00009/fake_video_fake_audio.npz,5.499593257904053,1.0
id04422/JS1cxkRqCqU/00040/real.npz,-4.685280799865723,0.0
id05253/fuOeM7-fYLQ/00070/fake_video_fake_audio.npz,6.3029985427856445,1.0
id05199/G9cuOoCKD1U/00010/fake_video_fake_audio.npz,6.711947441101074,1.0
id04452/CS8jefagr5w/00022/real.npz,1.8644490242004395,0.0
id03755/4wGUd3oTn7o/00049/real.npz,-0.9242964386940002,0.0
id02359/QiCI0mefCx4/00027/fake_video_real_audio.npz,0.04716995358467102,1.0
id03352/S10UGJx17hg/00239/fake_video_fake_audio.npz,6.373101234436035,1.0
id04052/R56_Um50HqQ/00066/fake_video_fake_audio.npz,6.160782337188721,1.0
id03968/HsxNMdn5DsM/00025/fake_video_fake_audio.npz,-2.03981876373291,1.0
id09171/MWsO3D8uCMo/00160/fake_video_fake_audio.npz,6.742921829223633,1.0
id05055/2GebUSVX8pE/00010/fake_video_real_audio.npz,5.842462539672852,1.0
id07755/RvLxMCZ5Vak/00090/real.npz,-3.237452983856201,0.0
id03854/lsWlBewjiSM/00131/real.npz,-2.604433536529541,0.0
id03090/56FSX_Tc0X0/00012/real_video_fake_audio.npz,7.693115234375,1.0
id02760/qkbo1vxN40Y/00380/fake_video_real_audio.npz,4.817651748657227,1.0
id07839/V6dpo7fBwik/00014/real_video_fake_audio.npz,7.092843055725098,1.0
id04082/_QU-dW60pFc/00039/fake_video_fake_audio.npz,6.957368850708008,1.0
id02010/_pAieFPNSnw/00066/real.npz,-3.396113395690918,0.0
id08066/Zp_qt7jTa2c/00214/real_video_fake_audio.npz,5.36619234085083,1.0
id02878/ch5LUeu4ni0/00032/fake_video_fake_audio.npz,7.26364803314209,1.0
id05025/koocVw2exXQ/00071/real_video_fake_audio.npz,6.236693382263184,1.0
id06794/KfuvXw6l_BI/00070/fake_video_fake_audio.npz,4.573953628540039,1.0
id04953/SAa_eZp5-no/00061/fake_video_fake_audio.npz,7.1769795417785645,1.0
id07415/UQG5Q4GWw2o/00156/fake_video_real_audio.npz,2.664851427078247,1.0
id01434/AoeExgqHqWs/00049/real_video_fake_audio.npz,7.4687652587890625,1.0
id03199/ehQKU1LXdxc/00285/real.npz,-3.7025959491729736,0.0
id05913/FUoVYyVpiAg/00131/fake_video_real_audio.npz,4.650129795074463,1.0
id04997/nR_I-6vOHHI/00371/real.npz,-3.599773645401001,0.0
id07124/SeTLGHI-MAs/00042/real_video_fake_audio.npz,7.15065860748291,1.0
id01241/AaI4gNfoGWE/00015/real_video_fake_audio.npz,7.290346145629883,1.0
id02306/YBNeCRtrNAk/00287/fake_video_real_audio.npz,5.776616096496582,1.0
id05986/9t3-FRw29u8/00025/real_video_fake_audio.npz,7.647385597229004,1.0
id00930/eZbdvU5ThLs/00107/real.npz,-1.6205973625183105,0.0
id02271/SCR1MqhwuU8/00147/real.npz,-3.4253859519958496,0.0
id03750/c9Wy4CBIAFU/00373/fake_video_fake_audio.npz,7.5399017333984375,1.0
id08704/IXjRJDb_vWM/00113/fake_video_fake_audio.npz,6.621852874755859,1.0
id05253/fuOeM7-fYLQ/00189/real_video_fake_audio.npz,7.320908069610596,1.0
id06351/g-JNuDDZV9Y/00352/fake_video_fake_audio.npz,7.463305473327637,1.0
id07827/CZfagCpkO8g/00013/real_video_fake_audio.npz,7.387217044830322,1.0
id07276/Ge3UF2LfjEY/00084/real.npz,-3.624533176422119,0.0
id01251/qFZaN5gRNhk/00079/fake_video_fake_audio.npz,6.6093878746032715,1.0
id01209/Bo6ou0DFBnc/00200/fake_video_real_audio.npz,-2.8829643726348877,1.0
id01225/Ma5pC9UGrP4/00210/real.npz,-2.809586524963379,0.0
id04456/T8MBTen3UqA/00018/fake_video_fake_audio.npz,6.268186092376709,1.0
id07741/BIKbHajqElw/00111/real_video_fake_audio.npz,5.361546516418457,1.0
id04757/P5mRpuQ7Tec/00134/real_video_fake_audio.npz,5.861626625061035,1.0
id03733/a0qykyKAB0Q/00340/fake_video_fake_audio.npz,5.7046613693237305,1.0
id04103/SRgV0E56Amk/00065/fake_video_fake_audio.npz,7.311901092529297,1.0
id07414/1ecF4chNzzU/00006/real_video_fake_audio.npz,6.171448707580566,1.0
id01110/PgfnEWGX2cg/00088/real_video_fake_audio.npz,6.697679042816162,1.0
id05055/S8vl_ZBhOcw/00247/real_video_fake_audio.npz,6.01840353012085,1.0
id06220/aCeL3uErgYU/00085/fake_video_fake_audio.npz,6.377904891967773,1.0
id01523/2NaTnQw04yk/00028/real_video_fake_audio.npz,5.31560754776001,1.0
id03704/NKP8TxPYkCs/00025/real.npz,-3.4051098823547363,0.0
id05199/hh4sTTKConQ/00128/fake_video_real_audio.npz,4.519973278045654,1.0
id01960/OxaJUiDsMu8/00192/real_video_fake_audio.npz,6.510462760925293,1.0
id08477/4lCL9u18DZQ/00031/fake_video_fake_audio.npz,4.721555709838867,1.0
id04221/zbjRVzUGFTU/00403/fake_video_real_audio.npz,6.601841926574707,1.0
id06289/INsNDbAAn_w/00113/real.npz,-3.6522090435028076,0.0
id08704/WS20ZZaA38k/00381/real_video_fake_audio.npz,6.441006183624268,1.0
id01187/UzcvBgRRa98/00095/fake_video_fake_audio.npz,7.14298152923584,1.0
id02271/PfNLbdAv5Z0/00111/real.npz,-2.941483736038208,0.0
id03775/SctIh7doN-c/00078/real.npz,-1.5329376459121704,0.0
id08529/RwW7KmZW7Qc/00115/real.npz,-3.3152825832366943,0.0
id06948/ue2w0W7y6SU/00416/fake_video_fake_audio.npz,1.2754555940628052,1.0
id07392/c2mX7WNXTRk/00030/fake_video_real_audio.npz,5.977644920349121,1.0
id05135/FtXoOyy27mw/00022/fake_video_fake_audio.npz,5.408316612243652,1.0
id01209/VlFuSOCLbG8/00324/fake_video_real_audio.npz,5.480173587799072,1.0
id03671/QRqOLY1_InI/00075/real.npz,-0.8677798509597778,0.0
id05054/KDAA4aABXFY/00087/fake_video_fake_audio.npz,6.2036452293396,1.0
id02809/lNH4nu6b72A/00034/fake_video_real_audio.npz,2.51851224899292,1.0
id03750/Vt-XCDjyDNs/00267/real_video_fake_audio.npz,6.261767864227295,1.0
id04097/FYKNJ3jbgM4/00172/real.npz,-3.013404369354248,0.0
id05401/FxmHnDSNVHs/00143/fake_video_real_audio.npz,5.118967056274414,1.0
id01895/bPW6JO4u67A/00056/fake_video_real_audio.npz,5.565053462982178,1.0
id05576/UJ6JTRHUFL4/00222/fake_video_fake_audio.npz,7.806187629699707,1.0
id01335/bo6BuDish_c/00117/real_video_fake_audio.npz,5.8046555519104,1.0
id02119/YHr04IAVWr8/00083/real.npz,-2.3271827697753906,0.0
id01445/Y_ckAJWeoaI/00022/real_video_fake_audio.npz,6.762463092803955,1.0
id05093/r5jHy_vU3No/00159/real_video_fake_audio.npz,6.7126874923706055,1.0
id07826/9y5-WmIGCQc/00002/fake_video_real_audio.npz,5.96345329284668,1.0
id05564/9IS318WjhNg/00020/real_video_fake_audio.npz,6.994626998901367,1.0
id06692/Px-XPnugWeM/00287/real_video_fake_audio.npz,4.580028533935547,1.0
id08415/FuQBvuDhgBo/00042/real_video_fake_audio.npz,5.366114139556885,1.0
id04017/JK4FbU4GAjo/00165/fake_video_fake_audio.npz,5.691644668579102,1.0
id04705/Xr08G2xMqdE/00247/fake_video_real_audio.npz,4.473657131195068,1.0
id01543/YJ5ICnEmsQs/00105/real.npz,-4.0514044761657715,0.0
id04827/FWXQGX7a5xA/00028/fake_video_fake_audio.npz,6.272304058074951,1.0
id07741/UyzHGIsrdsA/00339/real_video_fake_audio.npz,6.486865043640137,1.0
id07097/m89wBdYrCWA/00043/real.npz,-3.507559299468994,0.0
id03249/T_7DpbJ1xFg/00020/real_video_fake_audio.npz,5.361510753631592,1.0
id05168/ndW4El3tEho/00124/fake_video_real_audio.npz,5.562163352966309,1.0
id03009/b13-fpBS3cc/00087/fake_video_fake_audio.npz,6.223850727081299,1.0
id02115/5dzd_u7JjV0/00013/real_video_fake_audio.npz,6.02353572845459,1.0
id03215/WlyCi4Qhn5w/00274/real.npz,-2.2343034744262695,0.0
id07728/H2MWt3MvUuM/00052/real_video_fake_audio.npz,4.312708854675293,1.0
id07358/7EmdJpxD2XU/00032/real.npz,-1.8721483945846558,0.0
id03821/9-ENIlg1fVo/00068/real.npz,-13.501263618469238,0.0
id03729/FP0eHM6UJ2w/00051/fake_video_real_audio.npz,0.6065624952316284,1.0
id04222/hmrx0GKGCvo/00344/real.npz,-3.65616512298584,0.0
id07417/OIO6kxVcqk0/00085/real_video_fake_audio.npz,6.240492343902588,1.0
id07814/VoGnXZJ7W5M/00073/fake_video_fake_audio.npz,4.779218673706055,1.0
id01061/EmtvLUsqOyI/00073/fake_video_real_audio.npz,4.9700093269348145,1.0
id08659/5fSJkWbtDy8/00011/fake_video_fake_audio.npz,7.259001731872559,1.0
id03774/oFVd2uIUTBo/00105/fake_video_fake_audio.npz,7.15049934387207,1.0
id03247/mdLYFZ0-pw0/00311/fake_video_real_audio.npz,4.849091053009033,1.0
id05691/Eag33CHxz2U/00245/real_video_fake_audio.npz,-2.6845030784606934,1.0
id07164/JBZoEUy6AMo/00162/real.npz,-4.417843341827393,0.0
id05913/V78s7uUkTmI/00312/fake_video_real_audio.npz,4.592763423919678,1.0
id08704/cAANLvoFX7M/00424/fake_video_fake_audio.npz,6.799600601196289,1.0
id01545/CbcQLQSLHdw/00034/real.npz,-6.194141864776611,0.0
id01523/HR7XEfsxjWw/00093/real_video_fake_audio.npz,-3.906940460205078,1.0
id01058/2DKbOjf3Wyo/00010/fake_video_real_audio.npz,3.109727621078491,1.0
id04017/k274HxD5fXQ/00331/fake_video_real_audio.npz,-0.5142784118652344,1.0
id06596/ns2paxbumsU/00076/fake_video_real_audio.npz,-2.417311906814575,1.0
id02139/1QiOcletXGo/00050/real_video_fake_audio.npz,5.334816932678223,1.0
id02075/OzUfXr4bBXo/00249/real.npz,-3.406254768371582,0.0
id08029/Xy3YSNAsr64/00080/fake_video_fake_audio.npz,6.772994518280029,1.0
id03471/clr1aBqS72o/00044/fake_video_fake_audio.npz,6.2318596839904785,1.0
id05681/9Q2ncu_iHwo/00027/fake_video_real_audio.npz,0.7507697343826294,1.0
id08261/IOyBw5KrMxs/00039/fake_video_real_audio.npz,-4.772682189941406,1.0
id01681/Cj7Pn5TFQ0s/00100/fake_video_fake_audio.npz,7.292261123657227,1.0
id01528/uywgQoXiH7w/00098/real_video_fake_audio.npz,6.059450626373291,1.0
id08278/2DOETlMZnD4/00166/fake_video_fake_audio.npz,-1.591009259223938,1.0
id01170/iy_uQoJoagw/00081/real.npz,-2.992154598236084,0.0
id08694/SkPQAnHzZZQ/00211/real.npz,-2.822404623031616,0.0
id05762/2z-0etJSTrg/00003/fake_video_real_audio.npz,-0.4712824523448944,1.0
